"idinvestiment";"iduser";"descompany";"sgcompany";"cnpj";"dtbuy";"dtsell";"qtdebuy";"qtdesell";"prcbuy";"prcsell";"tlbuy";"tlsell";"tax";"lucre";"type";"dtregister"
1;1;"TAESA";"TAEE3";"";"2021-03-20";"";10;0;10.25;0.0;0.0;0.0;0.0;0.0;"1";"2021-03-25 13:23:25"
